,bite date,SpeciesIDDesc,BreedIDDesc,GenderIDDesc,color,vaccination year,vaccination date,victim zip,AdvIssuedYNDesc,WhereBittenIDDesc,quarantine date,DispositionIDDesc,head sent date,release date,ResultsIDDesc
43,2009-12-21 00:00:00,DOG,PIT BULL,M,BLACK,1.4527189927672113,2015-10-01,40218,NO,HEAD,2009-12-29,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
44,2009-12-24 00:00:00,DOG,PIT BULL,M,BRN-WHT,1.0,2009-04-30,40165,NO,HEAD,2009-12-28,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
45,2009-12-24 00:00:00,DOG,PIT BULL,M,BLACK,1.4527189927672113,2015-10-01,40229,NO,BODY,2009-12-29,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
46,2009-12-28 00:00:00,DOG,PIT BULL,M,BLACK,1.4527189927672113,2015-10-01,40299,NO,HEAD,2009-12-29,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
47,2009-12-29 00:00:00,DOG,PIT BULL,F,WHT-BRN,3.0,2008-06-07,40291,NO,BODY,2009-12-30,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
48,2009-12-30 00:00:00,DOG,PIT BULL,F,WHITE,3.0,2010-01-06,40229,NO,BODY,2009-12-31,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
49,2009-12-30 00:00:00,DOG,PIT BULL,M,BLK-WHT,1.4527189927672113,2015-10-01,40218,NO,BODY,2010-01-06,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
50,2009-12-30 00:00:00,DOG,PIT BULL,F,BLK-WHT,1.0,2009-12-26,40220,NO,BODY,2010-01-06,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
51,2009-12-31 00:00:00,DOG,PIT BULL,M,WHT-GRAY,3.0,2008-08-28,40220,NO,BODY,2010-01-04,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
52,2009-12-31 00:00:00,CAT,PIT BULL,M,WHITE,1.0,2010-01-14,40220,NO,BODY,2010-01-04,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
53,2009-12-31 00:00:00,DOG,PIT BULL,M,BRN,1.0,2009-07-23,40241,NO,BODY,2010-01-04,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
54,2010-01-01 00:00:00,DOG,PIT BULL,F,WHT,1.0,2009-10-22,40228,NO,BODY,2010-01-04,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
55,2010-01-02 00:00:00,DOG,PIT BULL,M,BLK-BRN,3.0,2008-02-07,40291,NO,HEAD,2010-01-04,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
56,2010-01-02 00:00:00,DOG,PIT BULL,M,BLACK,1.4527189927672113,2015-10-01,40219,YES,BODY,2010-01-04,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
57,2010-01-02 00:00:00,CAT,PIT BULL,F,BLACK,1.4527189927672113,2015-10-01,40291,NO,BODY,2010-01-04,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
58,2010-01-02 00:00:00,DOG,PIT BULL,M,BLK,1.4527189927672113,2015-10-01,40216,NO,BODY,2010-01-04,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
59,2010-01-02 00:00:00,DOG,PIT BULL,F,BRN-WHT,1.0,2010-01-27,40071,NO,HEAD,2010-01-06,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
60,2010-01-03 00:00:00,CAT,PIT BULL,M,BLK-WHT,1.4527189927672113,2015-10-01,40216,YES,BODY,2010-01-20,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
61,2010-01-04 00:00:00,DOG,PIT BULL,F,BLK,1.0,2010-01-15,40291,NO,BODY,2010-01-06,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
62,2010-01-04 00:00:00,DOG,PIT BULL,M,TAN,1.0,2009-09-01,40031,NO,HEAD,2010-01-15,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
63,2010-01-05 00:00:00,DOG,PIT BULL,M,BLK-TAN,1.0,2009-02-02,40241,NO,BODY,2010-01-06,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
64,2010-01-05 00:00:00,DOG,PIT BULL,F,BRN,1.0,2009-03-31,40291,NO,BODY,2010-01-06,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
65,2010-01-06 00:00:00,DOG,PIT BULL,M,BLUE,1.0,2009-05-20,40217,NO,BODY,2010-01-11,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
66,2010-01-07 00:00:00,DOG,PIT BULL,F,TAN,3.0,2010-02-01,40217,NO,HEAD,2010-01-08,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
67,2010-01-07 00:00:00,DOG,PIT BULL,M,BLK,3.0,2010-02-05,40219,NO,BODY,2010-01-08,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
68,2010-01-07 00:00:00,DOG,PIT BULL,M,COPPER-WHT,1.0,2009-03-10,40222,NO,BODY,2010-01-08,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
69,2010-01-08 00:00:00,DOG,PIT BULL,M,BLK-WHT,1.4527189927672113,2015-10-01,40214,NO,HEAD,2010-01-13,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
70,2010-01-08 00:00:00,DOG,PIT BULL,F,WHT-BUFF,1.0,2010-01-06,40291,NO,BODY,2010-01-11,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
71,2010-01-09 00:00:00,DOG,PIT BULL,M,BLK-WHT,1.4527189927672113,2015-10-01,40219,NO,BODY,2010-04-05,UNKNOWN,2010-01-10 00:00:00,2016-07-05,UNKNOWN
72,2010-01-09 00:00:00,CAT,PIT BULL,M,BLACK,1.4527189927672113,2015-10-01,40272,YES,BODY,2010-01-11,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
73,2010-01-09 00:00:00,CAT,PIT BULL,M,BLK,1.4527189927672113,2015-10-01,40272,NO,BODY,2010-01-09,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
74,2010-01-10 00:00:00,DOG,PIT BULL,M,WHT,1.4527189927672113,2015-10-01,40229,YES,HEAD,2010-01-11,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
75,2010-01-11 00:00:00,DOG,PIT BULL,M,BRN,1.0,2010-02-02,40272,NO,BODY,2010-01-11,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
76,2010-01-11 00:00:00,DOG,PIT BULL,M,BLK-WHT,3.0,2015-10-01,40272,NO,HEAD,2010-01-12,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
77,2010-01-11 00:00:00,DOG,PIT BULL,F,BRINDLE,3.0,2007-03-16,40272,NO,HEAD,2010-01-12,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
78,2010-01-12 00:00:00,DOG,PIT BULL,M,BRN-WHT,1.4527189927672113,2015-10-01,40214,NO,BODY,2010-04-05,UNKNOWN,2010-01-14 00:00:00,2016-07-05,UNKNOWN
79,2010-01-12 00:00:00,DOG,PIT BULL,M,TRI,1.4527189927672113,2015-10-01,40204,YES,BODY,2010-01-13,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
80,2010-01-12 00:00:00,DOG,PIT BULL,M,BLK,1.0,2009-10-19,40219,NO,BODY,2010-01-13,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
81,2010-01-12 00:00:00,CAT,PIT BULL,M,BLK-WHT,1.4527189927672113,2015-10-01,40208,NO,BODY,2010-01-12,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
82,2010-01-14 00:00:00,DOG,PIT BULL,M,TAN,1.4527189927672113,2015-10-01,40206,YES,BODY,2010-01-15,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
83,2010-01-14 00:00:00,DOG,PIT BULL,M,YELLOW,1.0,2010-01-01,40299,NO,BODY,2010-01-20,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
84,2010-01-15 00:00:00,DOG,PIT BULL,M,BLACK/BROW,1.0,2010-02-02,40272,NO,HEAD,2010-01-19,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
85,2010-01-16 00:00:00,CAT,PIT BULL,F,BLK-WHT,1.0,2010-02-02,40222,NO,BODY,2010-01-19,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
86,2010-01-16 00:00:00,DOG,PIT BULL,M,TRI,3.0,2009-05-02,40219,NO,BODY,2010-01-21,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
87,2010-01-16 00:00:00,DOG,PIT BULL,M,BLUE,1.0,2010-01-29,40205,NO,BODY,2010-01-20,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
88,2010-01-17 00:00:00,CAT,PIT BULL,M,BROWN,1.0,2009-12-22,40206,NO,BODY,2010-01-19,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
89,2010-01-19 00:00:00,DOG,PIT BULL,M,BLK,3.0,2009-05-01,40207,NO,BODY,2010-01-20,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
90,2010-01-20 00:00:00,DOG,PIT BULL,M,BLK,1.0,2009-12-11,40223,NO,BODY,2010-01-28,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
91,2010-01-21 00:00:00,DOG,PIT BULL,F,BRN,1.0,2009-07-13,40223,NO,HEAD,2010-01-25,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
92,2010-01-22 00:00:00,CAT,PIT BULL,M,BLK-WHT,1.4527189927672113,2015-10-01,40258,YES,BODY,2010-01-25,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
93,2010-01-23 00:00:00,DOG,PIT BULL,M,YELLOW,1.4527189927672113,2015-10-01,40208,YES,BODY,2010-01-25,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
94,2010-01-24 00:00:00,DOG,PIT BULL,M,RED,3.0,2008-02-11,40245,NO,HEAD,2010-01-26,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
95,2010-01-25 00:00:00,CAT,PIT BULL,F,GRAY-TORTI,1.4527189927672113,2015-10-01,40208,NO,HEAD,2010-01-28,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
96,2010-01-25 00:00:00,DOG,PIT BULL,F,FAWN-WHT,1.0,2010-02-08,42784,NO,BODY,2010-01-25,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
97,2010-01-25 00:00:00,DOG,PIT BULL,F,BRN-WHT,1.4527189927672113,2015-10-01,40165,NO,BODY,2010-01-28,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
98,2010-01-26 00:00:00,DOG,PIT BULL,M,BROWN-BLK,1.4527189927672113,2015-10-01,40206,NO,BODY,2010-01-27,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
99,2010-01-27 00:00:00,DOG,PIT BULL,M,BLACK,1.0,2010-03-01,40299,NO,BODY,2010-01-28,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
100,2010-01-27 00:00:00,CAT,PIT BULL,M,BLACK,1.4527189927672113,2015-10-01,40220,YES,BODY,2010-01-28,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
101,2010-01-27 00:00:00,DOG,PIT BULL,M,BLACK,1.4527189927672113,2015-10-01,40291,YES,BODY,2010-01-28,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
102,2010-01-27 00:00:00,DOG,PIT BULL,M,YELLOW,1.0,2009-09-18,40272,NO,BODY,2010-02-01,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
103,2010-01-27 00:00:00,DOG,PIT BULL,F,BRN-BLACK,1.0,2010-07-30,40229,NO,BODY,2011-01-28,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
104,2010-01-28 00:00:00,DOG,PIT BULL,F,TAN,1.0,2009-10-05,40218,NO,HEAD,2010-02-01,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
105,2010-01-28 00:00:00,DOG,PIT BULL,F,BLK-TAN,1.0,2009-07-16,40204,NO,BODY,2010-02-01,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
106,2010-01-29 00:00:00,DOG,PIT BULL,M,BLK-WHT,1.4527189927672113,2015-10-01,40210,NO,HEAD,2010-02-02,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
107,2010-01-29 00:00:00,DOG,PIT BULL,F,TAN,1.0,2009-03-17,40291,NO,BODY,2010-02-01,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
108,2010-01-30 00:00:00,DOG,PIT BULL,M,BLACK,1.4527189927672113,2015-10-01,40118,NO,HEAD,2010-02-01,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
109,2010-01-30 00:00:00,CAT,PIT BULL,F,BLK,1.0,2010-02-19,46011,NO,BODY,2010-02-01,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
110,2010-01-30 00:00:00,DOG,PIT BULL,M,RED-WHT,1.0,2009-03-18,40218,NO,BODY,2010-02-01,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
111,2010-01-30 00:00:00,DOG,PIT BULL,M,BLK-TAN,1.4527189927672113,2015-10-01,40229,NO,BODY,2010-01-30,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
112,2010-01-31 00:00:00,CAT,PIT BULL,M,TAN-BRN,1.0,2010-02-19,40299,NO,HEAD,2010-02-01,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
113,2010-01-31 00:00:00,DOG,PIT BULL,M,B.MERLE-GR,1.4527189927672113,2015-10-01,40212,YES,HEAD,2010-02-01,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
114,2010-01-31 00:00:00,DOG,PIT BULL,M,BLK-WHT,1.0,2009-02-14,40220,NO,BODY,2010-02-01,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
115,2010-02-01 00:00:00,DOG,PIT BULL,M,BROWN,1.0,2009-08-12,40215,NO,BODY,2010-02-01,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
116,2010-02-01 00:00:00,CAT,PIT BULL,M,GRAY-WHT,1.4527189927672113,2015-10-01,40291,NO,BODY,2010-02-01,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
117,2010-02-01 00:00:00,DOG,PIT BULL,M,TAN-WHT,1.4527189927672113,2015-10-01,40211,NO,BODY,2010-02-01,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
118,2010-02-02 00:00:00,DOG,PIT BULL,M,BLONDE,1.0,2010-01-23,40059,NO,HEAD,2010-02-04,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
119,2010-02-02 00:00:00,CAT,PIT BULL,M,GRAY-WHITE,1.4527189927672113,2015-10-01,40203,NO,BODY,2010-02-02,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
120,2010-02-03 00:00:00,DOG,PIT BULL,M,BROWN-BLK,1.0,2009-05-12,40205,NO,BODY,2010-02-03,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
121,2010-02-04 00:00:00,DOG,PIT BULL,M,BLACK,1.4527189927672113,2015-10-01,40229,NO,BODY,2010-04-05,UNKNOWN,2010-02-05 00:00:00,2016-07-05,UNKNOWN
122,2010-02-04 00:00:00,DOG,PIT BULL,M,BRN-WHT,1.4527189927672113,2007-06-01,40228,NO,BODY,2010-02-04,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
123,2010-02-05 00:00:00,DOG,PIT BULL,M,WHT,1.4527189927672113,2015-10-01,40217,NO,BODY,2010-02-05,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
124,2010-02-05 00:00:00,DOG,PIT BULL,M,BROWN,1.4527189927672113,2015-10-01,40229,NO,HEAD,2010-02-08,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
125,2010-02-05 00:00:00,DOG,PIT BULL,M,BLACK,1.4527189927672113,2015-10-01,40220,YES,BODY,2010-02-08,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
126,2010-02-06 00:00:00,DOG,PIT BULL,M,BLK-BRN,1.4527189927672113,2015-10-01,40272,NO,BODY,2010-02-06,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
127,2010-02-07 00:00:00,DOG,PIT BULL,F,WHT-BRN,3.0,2009-08-15,40215,NO,HEAD,2010-02-10,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
128,2010-02-07 00:00:00,DOG,PIT BULL,M,TRI,3.0,2009-02-16,40228,NO,BODY,2010-02-08,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
129,2010-02-09 00:00:00,CAT,PIT BULL,M,BLK-WHT,1.4527189927672113,2015-10-01,40203,NO,BODY,2010-02-09,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
130,2010-02-09 00:00:00,CAT,PIT BULL,M,GREY,1.0,2009-08-20,40218,NO,BODY,2010-02-16,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
131,2010-02-10 00:00:00,DOG,PIT BULL,M,BLACK,1.4527189927672113,2015-10-01,40218,YES,BODY,2010-02-10,UNKNOWN,2010-05-21 00:00:00,2016-07-05,UNKNOWN
132,2010-02-10 00:00:00,DOG,PIT BULL,M,GRAY,1.0,2010-01-26,40214,NO,BODY,2010-02-11,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
133,2010-02-10 00:00:00,DOG,PIT BULL,F,BLK,1.0,2010-01-18,40204,NO,BODY,2010-02-11,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
134,2010-02-10 00:00:00,DOG,PIT BULL,M,BLK-WHT,1.0,2009-08-22,40014,NO,BODY,2010-02-19,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
135,2010-02-10 00:00:00,CAT,PIT BULL,F,BLK-WHT,1.0,2009-06-09,40207,NO,BODY,2010-02-22,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
136,2010-02-11 00:00:00,DOG,PIT BULL,F,SILVER,1.0,2010-03-03,40217,NO,BODY,2010-02-11,RELEASED,2010-05-21 00:00:00,2016-07-05,UNKNOWN
